   edgecnt,totalfence,    keycnt,       pts,     polys,       gen,      cost,  fencecnt
      8391,     10691,      5639,        60,        47,     11594,   8781.75,         4
      8391,     10691,      5639,        60,        47,     11594,   8781.75,         1
      8391,     10691,      5639,        60,        47,     11594,   8781.75,         2
      8391,     10691,      5639,        60,        47,     11594,   8781.75,         3
      8391,     10691,      5639,        60,        47,     11594,   8781.75,         4
      8391,     10691,      5639,        60,        47,     11594,   8781.75,         5
      8391,     10691,      5639,        60,        47,     11594,   8781.75,         1
      8391,     10691,      5639,        60,        47,     11594,   8781.75,         1
      8391,     10691,      5639,        60,        47,     11594,   8781.75,         1
      8391,     10691,      5639,        60,        47,     11594,   8781.75,         4
      8391,     10691,      5639,        60,        47,     11594,   8781.75,         1
      8391,     10691,      5639,        60,        47,     11594,   8781.75,         1
      8391,     10691,      5639,        60,        47,     11594,   8781.75,         1
      8391,     10691,      5639,        60,        47,     11594,   8781.75,         2
      8391,     10691,      5639,        60,        47,     11594,   8781.75,         2
      8391,     10691,      5639,        60,        47,     11594,   8781.75,         3
      8391,     10691,      5639,        60,        47,     11594,   8781.75,         2
      8391,     10691,      5639,        60,        47,     11594,   8781.75,         4
      8391,     10691,      5639,        60,        47,     11594,   8781.75,         2
      8391,     10691,      5639,        60,        47,     11594,   8781.75,         6
      8391,     10691,      5639,        60,        47,     11594,   8781.75,         4
      8391,     10691,      5639,        60,        47,     11594,   8781.75,         3
      8391,     10691,      5639,        60,        47,     11594,   8781.75,         3
      8391,     10691,      5639,        60,        47,     11594,   8781.75,         6
      8391,     10691,      5639,        60,        47,     11594,   8781.75,         3
      8391,     10691,      5639,        60,        47,     11594,   8781.75,         5
      8391,     10691,      5639,        60,        47,     11594,   8781.75,         5
      8391,     10691,      5639,        60,        47,     11594,   8781.75,         4
      8391,     10691,      5639,        60,        47,     11594,   8781.75,         3
      8391,     10691,      5639,        60,        47,     11594,   8781.75,         4
      8391,     10691,      5639,        60,        47,     11594,   8781.75,         5
      8391,     10691,      5639,        60,        47,     11594,   8781.75,         4
      8391,     10691,      5639,        60,        47,     11594,   8781.75,         2
      8391,     10691,      5639,        60,        47,     11594,   8781.75,         3
      8391,     10691,      5639,        60,        47,     11594,   8781.75,         2
      8391,     10691,      5639,        60,        47,     11594,   8781.75,         3
      8391,     10691,      5639,        60,        47,     11594,   8781.75,         1
      8391,     10691,      5639,        60,        47,     11594,   8781.75,         1
      8391,     10691,      5639,        60,        47,     11594,   8781.75,         1
      8391,     10691,      5639,        60,        47,     11594,   8781.75,         1
      8391,     10691,      5639,        60,        47,     11594,   8781.75,         5
      8391,     10691,      5639,        60,        47,     11594,   8781.75,         1
      8391,     10691,      5639,        60,        47,     11594,   8781.75,         6
      8391,     10691,      5639,        60,        47,     11594,   8781.75,         4
      8391,     10691,      5639,        60,        47,     11594,   8781.75,         1
      8391,     10691,      5639,        60,        47,     11594,   8781.75,         1
      8391,     10691,      5639,        60,        47,     11594,   8781.75,         2
      8391,     10691,      5639,        60,        47,     11594,   8781.75,         1
      8391,     10691,      5639,        60,        47,     11594,   8781.75,         2
      8391,     10691,      5639,        60,        47,     11594,   8781.75,         2
      8391,     10691,      5639,        60,        47,     11594,   8781.75,         2
      8391,     10691,      5639,        60,        47,     11594,   8781.75,         2
      8391,     10691,      5639,        60,        47,     11594,   8781.75,         3
      8391,     10691,      5639,        60,        47,     11594,   8781.75,         1
      8391,     10691,      5639,        60,        47,     11594,   8781.75,         1
      8391,     10691,      5639,        60,        47,     11594,   8781.75,         2
      8391,     10691,      5639,        60,        47,     11594,   8781.75,         1
      8391,     10691,      5639,        60,        47,     11594,   8781.75,         1
      8391,     10691,      5639,        60,        47,     11594,   8781.75,         1
      8391,     10691,      5639,        60,        47,     11594,   8781.75,         4
      8391,     10691,      5639,        60,        47,     11594,   8781.75,         4
      8391,     10691,      5639,        60,        47,     11594,   8781.75,         2
